ID,IDS,Sera,Ext_Tem (Celsius),Ext_Umi (%),Ext_Vvi (km/h),Histe,Refer:,Int_Tem,Histe,Refer:,Int_Umi (%),Int_Pu1 (%),Int_Pu2(%),App Timesstamp,Exact Timestamp
1,1002,Sera 2,29.2,0,0,1,22,31.1,0,0,44,100,100,9/4/2015 12:30,2015-09-04_12:29:48
1,1002,Sera 2,28.9,0,0,1,22,32.2,0,0,43,100,100,9/4/2015 12:45,2015-09-04_12:44:48
1,1002,Sera 2,28.9,0,0,1,22,32.2,0,0,43,100,100,9/4/2015 12:45,2015-09-04_12:44:48
1,1002,Sera 2,28.9,0,0,1,22,32.2,0,0,43,100,100,9/4/2015 12:45,2015-09-04_12:44:48
1,1002,Sera 2,28.1,0,0,1,22,33.2,0,0,41,100,100,9/4/2015 13:00,2015-09-04_12:59:48
1,1002,Sera 2,28.1,0,0,1,22,33.2,0,0,41,100,100,9/4/2015 13:00,2015-09-04_12:59:48
1,1002,Sera 2,28.1,0,0,1,22,33.2,0,0,41,100,100,9/4/2015 13:00,2015-09-04_12:59:48
1,1002,Sera 2,29,0,0,1,22,33.1,0,0,41,100,100,9/4/2015 13:15,2015-09-04_13:14:48
1,1002,Sera 2,29,0,0,1,22,33.1,0,0,41,100,100,9/4/2015 13:15,2015-09-04_13:14:48
1,1002,Sera 2,29,0,0,1,22,33.1,0,0,41,100,100,9/4/2015 13:15,2015-09-04_13:14:48
1,1002,Sera 2,29.3,0,0,1,22,33.9,0,0,38,100,100,9/4/2015 13:30,2015-09-04_13:29:48
1,1002,Sera 2,29.3,0,0,1,22,33.9,0,0,38,100,100,9/4/2015 13:30,2015-09-04_13:29:48
1,1002,Sera 2,29.3,0,0,1,22,33.9,0,0,38,100,100,9/4/2015 13:30,2015-09-04_13:29:48
1,1002,Sera 2,30.3,0,0,1,22,35.1,0,0,37,100,100,9/4/2015 13:45,2015-09-04_13:44:48
1,1002,Sera 2,30.3,0,0,1,22,35.1,0,0,37,100,100,9/4/2015 13:45,2015-09-04_13:44:48
1,1002,Sera 2,30.3,0,0,1,22,35.1,0,0,37,100,100,9/4/2015 13:45,2015-09-04_13:44:48
1,1002,Sera 2,30.4,0,0,1,22,34.4,0,0,37,100,100,9/4/2015 14:00,2015-09-04_13:59:48
1,1002,Sera 2,30.4,0,0,1,22,34.4,0,0,37,100,100,9/4/2015 14:00,2015-09-04_13:59:48
1,1002,Sera 2,30.4,0,0,1,22,34.4,0,0,37,100,100,9/4/2015 14:00,2015-09-04_13:59:48
1,1002,Sera 2,30.2,0,0,1,22,31.7,0,0,42,100,100,9/4/2015 14:15,2015-09-04_14:14:48
1,1002,Sera 2,30.2,0,0,1,22,31.7,0,0,42,100,100,9/4/2015 14:15,2015-09-04_14:14:48
1,1002,Sera 2,30.2,0,0,1,22,31.7,0,0,42,100,100,9/4/2015 14:15,2015-09-04_14:14:48
1,1002,Sera 2,28,0,0,1,22,30.8,0,0,46,100,100,9/4/2015 14:30,2015-09-04_14:29:48
1,1002,Sera 2,28,0,0,1,22,30.8,0,0,46,100,100,9/4/2015 14:30,2015-09-04_14:29:48
1,1002,Sera 2,28,0,0,1,22,30.8,0,0,46,100,100,9/4/2015 14:30,2015-09-04_14:29:48
1,1002,Sera 2,27.9,0,0,1,22,30.6,0,0,58,100,100,9/4/2015 14:45,2015-09-04_14:44:48
1,1002,Sera 2,27.9,0,0,1,22,30.6,0,0,58,100,100,9/4/2015 14:45,2015-09-04_14:44:48
1,1002,Sera 2,27.9,0,0,1,22,30.6,0,0,58,100,100,9/4/2015 14:45,2015-09-04_14:44:48
1,1002,Sera 2,30,0,0,1,22,32.2,0,0,53,100,100,9/4/2015 15:00,2015-09-04_14:59:48
1,1002,Sera 2,30,0,0,1,22,32.2,0,0,53,100,100,9/4/2015 15:00,2015-09-04_14:59:48
1,1002,Sera 2,30,0,0,1,22,32.2,0,0,53,100,100,9/4/2015 15:00,2015-09-04_14:59:48
1,1002,Sera 2,27.5,0,0,1,22,30.6,0,0,50,100,100,9/4/2015 15:15,2015-09-04_15:14:48
1,1002,Sera 2,27.5,0,0,1,22,30.6,0,0,50,100,100,9/4/2015 15:15,2015-09-04_15:14:48
1,1002,Sera 2,27.5,0,0,1,22,30.6,0,0,50,100,100,9/4/2015 15:15,2015-09-04_15:14:48
1,1002,Sera 2,20,0,0,1,22,26,0,0,63,100,100,9/4/2015 15:30,2015-09-04_15:29:48
1,1002,Sera 2,20,0,0,1,22,26,0,0,63,100,100,9/4/2015 15:30,2015-09-04_15:29:48
1,1002,Sera 2,20,0,0,1,22,26,0,0,63,100,100,9/4/2015 15:30,2015-09-04_15:29:48
1,1002,Sera 2,20,0,0,1,22,26.3,0,0,65,100,100,9/4/2015 15:45,2015-09-04_15:44:48
1,1002,Sera 2,20,0,0,1,22,26.3,0,0,65,100,100,9/4/2015 15:45,2015-09-04_15:44:48
1,1002,Sera 2,20,0,0,1,22,26.3,0,0,65,100,100,9/4/2015 15:45,2015-09-04_15:44:48
1,1002,Sera 2,22,0,0,1,22,28.1,0,0,63,100,100,9/4/2015 16:00,2015-09-04_15:59:48
1,1002,Sera 2,22,0,0,1,22,28.1,0,0,63,100,100,9/4/2015 16:00,2015-09-04_15:59:48
1,1002,Sera 2,22,0,0,1,22,28.1,0,0,63,100,100,9/4/2015 16:00,2015-09-04_15:59:48
1,1002,Sera 2,24.5,0,0,1,22,29.5,0,0,62,100,100,9/4/2015 16:15,2015-09-04_16:14:48
1,1002,Sera 2,24.5,0,0,1,22,29.5,0,0,62,100,100,9/4/2015 16:15,2015-09-04_16:14:48
1,1002,Sera 2,24.5,0,0,1,22,29.5,0,0,62,100,100,9/4/2015 16:15,2015-09-04_16:14:48
1,1002,Sera 2,26.5,0,0,1,22,31.9,0,0,57,100,100,9/4/2015 16:30,2015-09-04_16:29:48
1,1002,Sera 2,26.5,0,0,1,22,31.9,0,0,57,100,100,9/4/2015 16:30,2015-09-04_16:29:48
1,1002,Sera 2,26.5,0,0,1,22,31.9,0,0,57,100,100,9/4/2015 16:30,2015-09-04_16:29:48
1,1002,Sera 2,26.2,0,0,1,22,32,0,0,56,100,100,9/4/2015 16:45,2015-09-04_16:44:48
1,1002,Sera 2,26.2,0,0,1,22,32,0,0,56,100,100,9/4/2015 16:45,2015-09-04_16:44:48
1,1002,Sera 2,26.2,0,0,1,22,32,0,0,56,100,100,9/4/2015 16:45,2015-09-04_16:44:48
1,1002,Sera 2,25.5,0,0,1,22,31.5,0,0,55,100,100,9/4/2015 17:00,2015-09-04_16:59:48
1,1002,Sera 2,25.5,0,0,1,22,31.5,0,0,55,100,100,9/4/2015 17:00,2015-09-04_16:59:48
1,1002,Sera 2,25.5,0,0,1,22,31.5,0,0,55,100,100,9/4/2015 17:00,2015-09-04_16:59:48
1,1002,Sera 2,25.5,0,0,1,22,30.6,0,0,57,100,100,9/4/2015 17:15,2015-09-04_17:14:48
1,1002,Sera 2,25.5,0,0,1,22,30.6,0,0,57,100,100,9/4/2015 17:15,2015-09-04_17:14:48
1,1002,Sera 2,25.5,0,0,1,22,30.6,0,0,57,100,100,9/4/2015 17:15,2015-09-04_17:14:48
1,1002,Sera 2,26.4,0,0,1,22,30.7,0,0,56,100,100,9/4/2015 17:30,2015-09-04_17:29:48
1,1002,Sera 2,26.4,0,0,1,22,30.7,0,0,56,100,100,9/4/2015 17:30,2015-09-04_17:29:48
1,1002,Sera 2,26.4,0,0,1,22,30.7,0,0,56,100,100,9/4/2015 17:30,2015-09-04_17:29:48
1,1002,Sera 2,25.4,0,0,1,22,30.4,0,0,56,100,100,9/4/2015 17:45,2015-09-04_17:44:48
1,1002,Sera 2,25.4,0,0,1,22,30.4,0,0,56,100,100,9/4/2015 17:45,2015-09-04_17:44:48
1,1002,Sera 2,25.4,0,0,1,22,30.4,0,0,56,100,100,9/4/2015 17:45,2015-09-04_17:44:48
1,1002,Sera 2,24.5,0,0,1,22,29,0,0,60,100,100,9/4/2015 18:00,2015-09-04_17:59:48
1,1002,Sera 2,24.5,0,0,1,22,29,0,0,60,100,100,9/4/2015 18:00,2015-09-04_17:59:48
1,1002,Sera 2,24.5,0,0,1,22,29,0,0,60,100,100,9/4/2015 18:00,2015-09-04_17:59:48
1,1002,Sera 2,27.8,0,0,1,22,27.9,0,0,65,100,100,9/4/2015 18:15,2015-09-04_18:14:48
1,1002,Sera 2,27.8,0,0,1,22,27.9,0,0,65,100,100,9/4/2015 18:15,2015-09-04_18:14:48
1,1002,Sera 2,27.8,0,0,1,22,27.9,0,0,65,100,100,9/4/2015 18:15,2015-09-04_18:14:48
1,1002,Sera 2,25.1,0,0,1,22,27.3,0,0,67,100,100,9/4/2015 18:30,2015-09-04_18:29:48
1,1002,Sera 2,25.1,0,0,1,22,27.3,0,0,67,100,100,9/4/2015 18:30,2015-09-04_18:29:48
1,1002,Sera 2,25.1,0,0,1,22,27.3,0,0,67,100,100,9/4/2015 18:30,2015-09-04_18:29:48
1,1002,Sera 2,23.7,0,0,1,22,28.4,0,0,64,100,100,9/4/2015 18:45,2015-09-04_18:44:48
1,1002,Sera 2,23.7,0,0,1,22,28.4,0,0,64,100,100,9/4/2015 18:45,2015-09-04_18:44:48
1,1002,Sera 2,23.7,0,0,1,22,28.4,0,0,64,100,100,9/4/2015 18:45,2015-09-04_18:44:48
1,1002,Sera 2,25,0,0,1,22,29.1,0,0,62,100,100,9/4/2015 19:00,2015-09-04_18:59:48
1,1002,Sera 2,25,0,0,1,22,29.1,0,0,62,100,100,9/4/2015 19:00,2015-09-04_18:59:48
1,1002,Sera 2,25,0,0,1,22,29.1,0,0,62,100,100,9/4/2015 19:00,2015-09-04_18:59:48
1,1002,Sera 2,24.2,0,0,1,22,28.6,0,0,61,100,100,9/4/2015 19:15,2015-09-04_19:14:48
1,1002,Sera 2,24.2,0,0,1,22,28.6,0,0,61,100,100,9/4/2015 19:15,2015-09-04_19:14:48
1,1002,Sera 2,24.2,0,0,1,22,28.6,0,0,61,100,100,9/4/2015 19:15,2015-09-04_19:14:48
1,1002,Sera 2,23.2,0,0,1,22,27.5,0,0,66,100,100,9/4/2015 19:30,2015-09-04_19:29:49
1,1002,Sera 2,23.2,0,0,1,22,27.5,0,0,66,100,100,9/4/2015 19:30,2015-09-04_19:29:49
1,1002,Sera 2,23.2,0,0,1,22,27.5,0,0,66,100,100,9/4/2015 19:30,2015-09-04_19:29:49
1,1002,Sera 2,21.9,0,0,1,22,26.4,0,0,70,100,100,9/4/2015 19:45,2015-09-04_19:44:49
1,1002,Sera 2,21.9,0,0,1,22,26.4,0,0,70,100,100,9/4/2015 19:45,2015-09-04_19:44:49
1,1002,Sera 2,21.9,0,0,1,22,26.4,0,0,70,100,100,9/4/2015 19:45,2015-09-04_19:44:49
1,1002,Sera 2,20.8,0,0,1,22,25.4,0,0,74,100,100,9/4/2015 20:00,2015-09-04_19:59:49
1,1002,Sera 2,20.8,0,0,1,22,25.4,0,0,74,100,100,9/4/2015 20:00,2015-09-04_19:59:49
1,1002,Sera 2,20.8,0,0,1,22,25.4,0,0,74,100,100,9/4/2015 20:00,2015-09-04_19:59:49
1,1002,Sera 2,20.1,0,0,1,22,24.5,0,0,77,100,100,9/4/2015 20:15,2015-09-04_20:14:49
1,1002,Sera 2,20.1,0,0,1,22,24.5,0,0,77,100,100,9/4/2015 20:15,2015-09-04_20:14:49
1,1002,Sera 2,20.1,0,0,1,22,24.5,0,0,77,100,100,9/4/2015 20:15,2015-09-04_20:14:49
1,1002,Sera 2,19.5,0,0,1,22,23.7,0,0,77,100,100,9/4/2015 20:30,2015-09-04_20:29:49
1,1002,Sera 2,19.5,0,0,1,22,23.7,0,0,77,100,100,9/4/2015 20:30,2015-09-04_20:29:49
1,1002,Sera 2,19.5,0,0,1,22,23.7,0,0,77,100,100,9/4/2015 20:30,2015-09-04_20:29:49
1,1002,Sera 2,19.3,0,0,1,22,23.3,0,0,79,100,100,9/4/2015 20:45,2015-09-04_20:44:49
1,1002,Sera 2,19.3,0,0,1,22,23.3,0,0,79,100,100,9/4/2015 20:45,2015-09-04_20:44:49
1,1002,Sera 2,19.3,0,0,1,22,23.3,0,0,79,100,100,9/4/2015 20:45,2015-09-04_20:44:49
1,1002,Sera 2,19.1,0,0,1,22,23,0,0,80,100,100,9/4/2015 21:00,2015-09-04_20:59:49
1,1002,Sera 2,19.1,0,0,1,22,23,0,0,80,100,100,9/4/2015 21:00,2015-09-04_20:59:49
1,1002,Sera 2,19.1,0,0,1,22,23,0,0,80,100,100,9/4/2015 21:00,2015-09-04_20:59:49
1,1002,Sera 2,18.8,0,0,1,22,22.8,0,0,80,100,100,9/4/2015 21:15,2015-09-04_21:14:49
1,1002,Sera 2,18.8,0,0,1,22,22.8,0,0,80,100,100,9/4/2015 21:15,2015-09-04_21:14:49
1,1002,Sera 2,18.8,0,0,1,22,22.8,0,0,80,100,100,9/4/2015 21:15,2015-09-04_21:14:49
1,1002,Sera 2,18.6,0,0,1,22,22.6,0,0,81,100,100,9/4/2015 21:30,2015-09-04_21:29:49
1,1002,Sera 2,18.6,0,0,1,22,22.6,0,0,81,100,100,9/4/2015 21:30,2015-09-04_21:29:49
1,1002,Sera 2,18.6,0,0,1,22,22.6,0,0,81,100,100,9/4/2015 21:30,2015-09-04_21:29:49
1,1002,Sera 2,18.5,0,0,1,22,22.5,0,0,81,100,100,9/4/2015 21:45,2015-09-04_21:44:49
1,1002,Sera 2,18.5,0,0,1,22,22.5,0,0,81,100,100,9/4/2015 21:45,2015-09-04_21:44:49
1,1002,Sera 2,18.5,0,0,1,22,22.5,0,0,81,100,100,9/4/2015 21:45,2015-09-04_21:44:49
1,1002,Sera 2,18.5,0,0,1,22,22.1,0,0,81,100,100,9/4/2015 22:00,2015-09-04_21:59:49
1,1002,Sera 2,18.5,0,0,1,22,22.1,0,0,81,100,100,9/4/2015 22:00,2015-09-04_21:59:49
1,1002,Sera 2,18.5,0,0,1,22,22.1,0,0,81,100,100,9/4/2015 22:00,2015-09-04_21:59:49
1,1002,Sera 2,18.5,0,0,1,22,22.2,0,0,80,100,100,9/4/2015 22:15,2015-09-04_22:14:49
1,1002,Sera 2,18.5,0,0,1,22,22.2,0,0,80,100,100,9/4/2015 22:15,2015-09-04_22:14:49
1,1002,Sera 2,18.5,0,0,1,22,22.2,0,0,80,100,100,9/4/2015 22:15,2015-09-04_22:14:49
1,1002,Sera 2,18.4,0,0,1,22,21.9,0,0,81,100,100,9/4/2015 22:30,2015-09-04_22:29:49
1,1002,Sera 2,18.4,0,0,1,22,21.9,0,0,81,100,100,9/4/2015 22:30,2015-09-04_22:29:49
1,1002,Sera 2,18.4,0,0,1,22,21.9,0,0,81,100,100,9/4/2015 22:30,2015-09-04_22:29:49
1,1002,Sera 2,18.1,0,0,1,22,22,0,0,81,100,100,9/4/2015 22:45,2015-09-04_22:44:49
1,1002,Sera 2,18.1,0,0,1,22,22,0,0,81,100,100,9/4/2015 22:45,2015-09-04_22:44:49
1,1002,Sera 2,18.1,0,0,1,22,22,0,0,81,100,100,9/4/2015 22:45,2015-09-04_22:44:49
1,1002,Sera 2,18,0,0,1,22,21.9,0,0,81,100,100,9/4/2015 23:00,2015-09-04_22:59:49
1,1002,Sera 2,18,0,0,1,22,21.9,0,0,81,100,100,9/4/2015 23:00,2015-09-04_22:59:49
1,1002,Sera 2,18,0,0,1,22,21.9,0,0,81,100,100,9/4/2015 23:00,2015-09-04_22:59:49
1,1002,Sera 2,17.6,0,0,1,22,21.7,0,0,81,100,100,9/4/2015 23:15,2015-09-04_23:14:49
1,1002,Sera 2,17.6,0,0,1,22,21.7,0,0,81,100,100,9/4/2015 23:15,2015-09-04_23:14:49
1,1002,Sera 2,17.6,0,0,1,22,21.7,0,0,81,100,100,9/4/2015 23:15,2015-09-04_23:14:49
1,1002,Sera 2,17.7,0,0,1,22,21.5,0,0,82,100,100,9/4/2015 23:30,2015-09-04_23:29:49
1,1002,Sera 2,17.7,0,0,1,22,21.5,0,0,82,100,100,9/4/2015 23:30,2015-09-04_23:29:49
1,1002,Sera 2,17.7,0,0,1,22,21.5,0,0,82,100,100,9/4/2015 23:30,2015-09-04_23:29:49
1,1002,Sera 2,17.5,0,0,1,22,21.5,0,0,81,100,100,9/4/2015 23:45,2015-09-04_23:44:49
1,1002,Sera 2,17.5,0,0,1,22,21.5,0,0,81,100,100,9/4/2015 23:45,2015-09-04_23:44:49
1,1002,Sera 2,17.5,0,0,1,22,21.5,0,0,81,100,100,9/4/2015 23:45,2015-09-04_23:44:49
1,1002,Sera 2,17.2,0,0,1,22,21.3,0,0,81,100,100,9/5/2015 0:00,2015-09-04_23:59:49
1,1002,Sera 2,17.2,0,0,1,22,21.3,0,0,81,100,100,9/5/2015 0:00,2015-09-04_23:59:49
1,1002,Sera 2,17.2,0,0,1,22,21.3,0,0,81,100,100,9/5/2015 0:00,2015-09-04_23:59:49
1,1002,Sera 2,17.2,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 0:15,2015-09-05_00:14:49
1,1002,Sera 2,17.2,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 0:15,2015-09-05_00:14:49
1,1002,Sera 2,17.2,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 0:15,2015-09-05_00:14:49
1,1002,Sera 2,16.7,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 0:30,2015-09-05_00:29:49
1,1002,Sera 2,16.7,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 0:30,2015-09-05_00:29:49
1,1002,Sera 2,16.7,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 0:30,2015-09-05_00:29:49
1,1002,Sera 2,17,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 0:45,2015-09-05_00:44:49
1,1002,Sera 2,17,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 0:45,2015-09-05_00:44:49
1,1002,Sera 2,17,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 0:45,2015-09-05_00:44:49
1,1002,Sera 2,16.7,0,0,1,22,21,0,0,81,0,0,9/5/2015 1:00,2015-09-05_00:59:49
1,1002,Sera 2,16.7,0,0,1,22,21,0,0,81,0,0,9/5/2015 1:00,2015-09-05_00:59:49
1,1002,Sera 2,16.7,0,0,1,22,21,0,0,81,0,0,9/5/2015 1:00,2015-09-05_00:59:49
1,1002,Sera 2,16.9,0,0,1,22,20.9,0,0,81,0,0,9/5/2015 1:15,2015-09-05_01:14:49
1,1002,Sera 2,16.9,0,0,1,22,20.9,0,0,81,0,0,9/5/2015 1:15,2015-09-05_01:14:49
1,1002,Sera 2,16.9,0,0,1,22,20.9,0,0,81,0,0,9/5/2015 1:15,2015-09-05_01:14:49
1,1002,Sera 2,17,0,0,1,22,21,0,0,80,0,0,9/5/2015 1:30,2015-09-05_01:29:49
1,1002,Sera 2,17,0,0,1,22,21,0,0,80,0,0,9/5/2015 1:30,2015-09-05_01:29:49
1,1002,Sera 2,17,0,0,1,22,21,0,0,80,0,0,9/5/2015 1:30,2015-09-05_01:29:49
1,1002,Sera 2,16.7,0,0,1,22,20.9,0,0,80,0,0,9/5/2015 1:45,2015-09-05_01:44:49
1,1002,Sera 2,16.7,0,0,1,22,20.9,0,0,80,0,0,9/5/2015 1:45,2015-09-05_01:44:49
1,1002,Sera 2,16.7,0,0,1,22,20.9,0,0,80,0,0,9/5/2015 1:45,2015-09-05_01:44:49
1,1002,Sera 2,16.9,0,0,1,22,20.7,0,0,80,0,0,9/5/2015 2:00,2015-09-05_01:59:49
1,1002,Sera 2,16.9,0,0,1,22,20.7,0,0,80,0,0,9/5/2015 2:00,2015-09-05_01:59:49
1,1002,Sera 2,16.9,0,0,1,22,20.7,0,0,80,0,0,9/5/2015 2:00,2015-09-05_01:59:49
1,1002,Sera 2,17.3,0,0,1,22,20.9,0,0,80,0,0,9/5/2015 2:15,2015-09-05_02:14:49
1,1002,Sera 2,17.3,0,0,1,22,20.9,0,0,80,0,0,9/5/2015 2:15,2015-09-05_02:14:49
1,1002,Sera 2,17.3,0,0,1,22,20.9,0,0,80,0,0,9/5/2015 2:15,2015-09-05_02:14:49
1,1002,Sera 2,17.9,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 2:30,2015-09-05_02:29:49
1,1002,Sera 2,17.9,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 2:30,2015-09-05_02:29:49
1,1002,Sera 2,17.9,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 2:30,2015-09-05_02:29:49
1,1002,Sera 2,18.1,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 2:45,2015-09-05_02:44:49
1,1002,Sera 2,18.1,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 2:45,2015-09-05_02:44:49
1,1002,Sera 2,18.1,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 2:45,2015-09-05_02:44:49
1,1002,Sera 2,17.7,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 3:00,2015-09-05_02:59:49
1,1002,Sera 2,17.7,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 3:00,2015-09-05_02:59:49
1,1002,Sera 2,17.7,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 3:00,2015-09-05_02:59:49
1,1002,Sera 2,17.9,0,0,1,22,21.1,0,0,81,0,0,9/5/2015 3:15,2015-09-05_03:14:49
1,1002,Sera 2,17.9,0,0,1,22,21.1,0,0,81,0,0,9/5/2015 3:15,2015-09-05_03:14:49
1,1002,Sera 2,17.9,0,0,1,22,21.1,0,0,81,0,0,9/5/2015 3:15,2015-09-05_03:14:49
1,1002,Sera 2,17.9,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 3:30,2015-09-05_03:29:49
1,1002,Sera 2,17.9,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 3:30,2015-09-05_03:29:49
1,1002,Sera 2,17.9,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 3:30,2015-09-05_03:29:49
1,1002,Sera 2,18,0,0,1,22,21.3,0,0,80,0,0,9/5/2015 3:45,2015-09-05_03:44:49
1,1002,Sera 2,18,0,0,1,22,21.3,0,0,80,0,0,9/5/2015 3:45,2015-09-05_03:44:49
1,1002,Sera 2,18,0,0,1,22,21.3,0,0,80,0,0,9/5/2015 3:45,2015-09-05_03:44:49
1,1002,Sera 2,17.5,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 4:00,2015-09-05_03:59:49
1,1002,Sera 2,17.5,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 4:00,2015-09-05_03:59:49
1,1002,Sera 2,17.5,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 4:00,2015-09-05_03:59:49
1,1002,Sera 2,17.5,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 4:15,2015-09-05_04:14:49
1,1002,Sera 2,17.5,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 4:15,2015-09-05_04:14:49
1,1002,Sera 2,17.5,0,0,1,22,21.2,0,0,81,0,0,9/5/2015 4:15,2015-09-05_04:14:49
1,1002,Sera 2,17.4,0,0,1,22,21.3,0,0,81,0,0,9/5/2015 4:30,2015-09-05_04:29:49
1,1002,Sera 2,17.4,0,0,1,22,21.3,0,0,81,0,0,9/5/2015 4:30,2015-09-05_04:29:49
1,1002,Sera 2,17.4,0,0,1,22,21.3,0,0,81,0,0,9/5/2015 4:30,2015-09-05_04:29:49
1,1002,Sera 2,17.4,0,0,1,22,21.3,0,0,79,0,0,9/5/2015 4:45,2015-09-05_04:44:49
1,1002,Sera 2,17.4,0,0,1,22,21.3,0,0,79,0,0,9/5/2015 4:45,2015-09-05_04:44:49
1,1002,Sera 2,17.4,0,0,1,22,21.3,0,0,79,0,0,9/5/2015 4:45,2015-09-05_04:44:49
1,1002,Sera 2,17.6,0,0,1,22,21.3,0,0,80,0,0,9/5/2015 5:00,2015-09-05_04:59:49
1,1002,Sera 2,17.6,0,0,1,22,21.3,0,0,80,0,0,9/5/2015 5:00,2015-09-05_04:59:49
1,1002,Sera 2,17.6,0,0,1,22,21.3,0,0,80,0,0,9/5/2015 5:00,2015-09-05_04:59:49
1,1002,Sera 2,17.6,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 5:15,2015-09-05_05:14:49
1,1002,Sera 2,17.6,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 5:15,2015-09-05_05:14:49
1,1002,Sera 2,17.6,0,0,1,22,21.1,0,0,80,0,0,9/5/2015 5:15,2015-09-05_05:14:49
1,1002,Sera 2,18,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 5:30,2015-09-05_05:29:49
1,1002,Sera 2,18,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 5:30,2015-09-05_05:29:49
1,1002,Sera 2,18,0,0,1,22,21.2,0,0,80,0,0,9/5/2015 5:30,2015-09-05_05:29:49
